0 520 2
1 24 2
0 1375 2
1 1330 2
0 642 2
1 505 2
0 237 2
1 1208 2
0 1469 2
1 1208 2
0 1469 2
1 1208 2
0 1469 2
1 1417 2
0 1199 2
1 830 2
0 417 2
1 1496 2
0 821 2
1 1065 2
0 1069 2
1 1065 2
0 1199 2
1 481 2
0 1199 2
1 1307 2
0 1307 2
1 1199 2
0 1307 2
1 821 2
0 1417 2
1 464 2
0 1417 2
1 1307 2
0 1446 2
1 481 2
0 214 2
1 1231 2
0 1446 2
1 608 2
0 1446 2
1 915 2
0 697 2
1 608 2
0 697 2
1 608 2
0 697 2
1 608 2
0 738 2
1 1445 2
0 600 2
1 257 2
0 583 2
1 219 2
0 1178 2
1 583 2
0 1178 2
1 906 2
0 1178 2
1 1413 2
0 296 2
1 608 2
0 1178 2
1 1069 2
0 1178 2
1 317 2
0 538 2
1 317 2
0 538 2
1 388 2
0 538 2
1 1376 2
0 715 2
1 1376 2
0 1042 2
1 1378 2
0 1378 2
1 1042 2
0 1235 2
1 1051 2
0 1172 2
1 1051 2
0 1051 2
1 1172 2
0 1172 2
1 1051 2
0 1051 2
1 1235 2
0 1245 2
1 1235 2
0 1245 2
1 704 2
0 1042 2
1 704 2
0 1324 2
1 1309 2
0 1153 2
1 1309 2
0 1153 2
1 1263 2
0 1153 2
1 1010 2
0 1263 2
1 1010 2
0 883 2
1 1368 2
0 34 2
1 1263 2
0 34 2
1 786 2
0 416 2
1 786 2
0 623 2
1 416 2
0 1010 2
1 1396 2
0 1010 2
1 1396 2
0 1010 2
1 1396 2
0 1010 2
1 1396 2
0 1010 2
1 1396 2
0 1010 2
1 1026 2
0 1431 2
1 717 2
0 1431 2
1 1026 2
0 1431 2
1 1190 2
0 1431 2
1 1190 2
0 1490 2
1 1173 2
0 1010 2
1 1300 2
0 1010 2
1 148 2
0 1272 2
1 449 2
0 1272 2
1 30 2
0 1272 2
1 408 2
0 416 2
1 408 2
0 1490 2
1 408 2
0 34 2
1 408 2
0 1490 2
1 810 2
0 1490 2
1 810 2
0 1490 2
1 1131 2
0 810 2
1 1490 2
0 1490 2
1 810 2
0 269 2
1 810 2
0 269 2
1 810 2
0 269 2
1 810 2
0 1103 2
1 392 2
0 269 2
1 392 2
0 269 2
1 392 2
0 269 2
1 408 2
0 269 2
1 250 2
0 250 2
1 269 2
0 269 2
1 250 2
0 720 2
1 269 2
0 720 2
1 1451 2
0 720 2
1 1418 2
0 720 2
1 1418 2
0 1133 2
1 1154 2
0 1133 2
1 1154 2
0 1133 2
1 1154 2
0 1133 2
1 1154 2
0 1133 2
1 1154 2
0 1154 2
1 1133 2
0 1133 2
1 1154 2
0 910 2
1 1154 2
0 910 2
1 1406 2
0 910 2
1 1154 2
0 910 2
1 1406 2
0 910 2
1 1406 2
0 1133 2
1 1154 2
0 1133 2
1 580 2
0 580 2
1 506 2
0 580 2
1 506 2
0 580 2
1 506 2
0 580 2
1 432 2
0 580 2
1 432 2
0 1351 2
1 432 2
0 580 2
1 432 2
0 580 2
1 432 2
0 580 2
1 432 2
0 580 2
1 432 2
0 580 2
1 432 2
0 580 2
1 432 2
0 580 2
1 432 2
0 1351 2
1 432 2
0 1351 2
1 432 2
0 1351 2
1 432 2
0 1351 2
1 432 2
0 1351 2
1 432 2
0 1351 2
1 432 2
0 1351 2
1 432 2
0 432 2
1 1351 2
0 432 2
1 1351 2
0 432 2
1 1351 2
0 432 2
1 1351 2
0 432 2
1 580 2
0 432 2
1 580 2
0 432 2
1 580 2
0 432 2
1 580 2
0 432 2
1 580 2
0 432 2
1 580 2
0 432 2
1 322 2
0 432 2
1 580 2
0 432 2
1 322 2
0 432 2
1 322 2
0 432 2
1 322 2
0 432 2
1 1323 2
0 432 2
1 1323 2
0 432 2
1 1323 2
0 432 2
1 1323 2
0 432 2
1 1323 2
0 432 2
1 1323 2
0 432 2
1 1323 2
0 1096 2
1 432 2
0 1211 2
1 1370 2
0 1211 2
1 1370 2
0 1370 2
1 1211 2
0 432 2
1 1211 2
0 1370 2
1 1211 2
0 1370 2
1 1323 2
0 1370 2
1 1211 2
0 432 2
1 1323 2
0 432 2
1 1211 2
0 432 2
1 1211 2
0 432 2
1 1211 2
0 1211 2
1 432 2
0 1323 2
1 432 2
0 1096 2
1 130 2
0 1420 2
1 432 2
0 1211 2
1 432 2
0 1211 2
1 432 2
0 1211 2
1 432 2
0 1211 2
1 432 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1211 2
1 1093 2
0 1441 2
1 1093 2
0 1441 2
1 1093 2
0 1441 2
1 1093 2
0 1441 2
1 1093 2
0 1441 2
1 1093 2
0 1441 2
1 1093 2
0 1371 2
1 1093 2
0 1441 2
1 1130 2
0 1441 2
1 1093 2
0 1441 2
1 1335 2
0 1441 2
1 1335 2
0 970 2
1 1335 2
0 1441 2
1 1335 2
0 1441 2
1 1287 2
0 1441 2
1 1287 2
0 1441 2
1 1276 2
0 1441 2
1 1276 2
0 1441 2
1 970 2
0 1441 2
1 1276 2
0 1441 2
1 1287 2
0 1441 2
1 430 2
0 1441 2
1 430 2
0 1441 2
1 430 2
0 1441 2
1 430 2
0 1441 2
1 430 2
0 1441 2
1 430 2
0 1441 2
1 430 2
0 430 2
1 1420 2
0 430 2
1 1420 2
0 430 2
1 1420 2
0 430 2
1 1420 2
0 1371 2
1 529 2
0 1371 2
1 430 2
0 1143 2
1 430 2
0 1287 2
1 1143 2
0 1287 2
1 1143 2
0 1287 2
1 620 2
0 690 2
1 620 2
0 690 2
1 620 2
0 529 2
1 1420 2
0 1099 2
1 1371 2
0 1099 2
1 907 2
0 1287 2
1 620 2
0 1287 2
1 620 2
0 1287 2
1 620 2
0 1287 2
1 1446 2
0 1287 2
1 620 2
0 1287 2
1 1446 2
0 1287 2
1 788 2
0 1287 2
1 1060 2
0 1470 2
1 1287 2
0 788 2
1 652 2
0 1036 2
1 1470 2
0 1036 2
1 1060 2
0 315 2
1 1036 2
0 307 2
1 822 2
0 652 2
1 307 2
0 1025 2
1 518 2
0 1462 2
1 1025 2
0 1341 2
1 1378 2
0 1341 2
1 658 2
0 1341 2
1 1025 2
0 1341 2
1 1378 2
0 1341 2
1 1025 2
0 1341 2
1 822 2
0 791 2
1 1378 2
0 662 2
1 538 2
0 791 2
1 1373 2
0 662 2
1 1373 2
0 791 2
1 1373 2
0 791 2
1 1373 2
0 1341 2
1 715 2
0 956 2
1 715 2
0 956 2
1 715 2
0 1341 2
1 1045 2
0 1341 2
1 1373 2
0 117 2
1 1045 2
0 1341 2
1 1045 2
0 1341 2
1 715 2
0 1020 2
1 1001 2
0 1020 2
1 1045 2
0 1020 2
1 632 2
0 1020 2
1 1327 2
0 1020 2
1 1001 2
0 1020 2
1 142 2
0 956 2
1 632 2
0 956 2
1 1001 2
0 956 2
1 1307 2
0 1020 2
1 936 2
0 1020 2
1 936 2
0 1020 2
1 936 2
0 1020 2
1 936 2
0 1020 2
1 350 2
0 1020 2
1 936 2
0 530 2
1 936 2
0 530 2
1 936 2
0 530 2
1 596 2
0 530 2
1 1082 2
0 893 2
1 1082 2
0 530 2
1 1082 2
0 530 2
1 1011 2
0 530 2
1 100 2
0 893 2
1 1082 2
0 893 2
1 100 2
0 861 2
1 1480 2
0 861 2
1 717 2
0 861 2
1 100 2
0 861 2
1 1480 2
0 861 2
1 100 2
0 861 2
1 1026 2
0 861 2
1 1126 2
0 861 2
1 1126 2
0 861 2
1 1026 2
0 893 2
1 1126 2
0 893 2
1 1126 2
0 893 2
1 717 2
0 893 2
1 717 2
0 893 2
1 717 2
0 893 2
1 717 2
0 117 2
1 1133 2
0 1133 2
1 117 2
0 1133 2
1 117 2
0 1133 2
1 117 2
0 1133 2
1 117 2
0 1133 2
1 117 2
0 1133 2
1 1451 2
0 1133 2
1 1451 2
0 1451 2
1 1133 2
0 1133 2
1 1451 2
0 1133 2
1 332 2
0 1133 2
1 1451 2
0 1133 2
1 1451 2
0 1133 2
1 332 2
0 1133 2
1 250 2
0 1133 2
1 250 2
0 1133 2
1 332 2
0 1133 2
1 332 2
0 1133 2
1 332 2
0 1133 2
1 332 2
0 1133 2
1 332 2
