105600 2  
0 4260.1 3476 1
1 4276.3 3475.6 1
2 4260.2 3475.3 1
3 4244.4 3494.8 1
4 4270 3467.1 1
5 4264.6 3477.5 1
6 4260.6 3465.5 1
7 4283.7 3488.4 1
8 4269.7 3474.5 1
9 4267.2 3482 1
10 4259.1 3478.6 1
11 4278.5 3462.5 1
12 4264.7 3487.5 1
13 4266.6 3469.9 1
14 4274.4 3476.6 1
15 4275.4 3472.2 1
16 4294.4 3375 1
17 4268.3 3531.1 1
18 4334.1 3528.2 1
19 4514.1 3576.9 1
20 4304.2 3417.3 1
21 4318.2 3538 1
22 4238.4 3542.3 1
23 4301.4 3419.6 1
24 4266.4 3469.4 1
25 4265.6 3479.4 1
26 4258.9 3474.1 1
27 4270.6 3492.2 1
28 4273.6 3462.2 1
29 4285.4 3458.9 1
30 4256.9 3499.5 1
31 4259.2 3475.2 1
32 4250.9 3462.9 1
33 4268 3447.8 1
34 4262.6 3463.5 1
35 4257.3 3489.7 1
36 4267.8 3478.3 1
37 4251.3 3465.1 1
38 4267.3 3480.8 1
39 4266.3 3470.5 1
40 4255.2 3455.5 1
41 4321.4 3450.5 1
42 4342.6 3459.3 1
43 4341.2 3513.5 1
44 4246.7 3488.7 1
45 4438.8 3442.5 1
46 4292.2 3333.7 1
47 4431 3381 1
48 4267.6 3476.3 1
49 4254.9 3461.8 1
50 4269.8 3504.2 1
51 4265.3 3465.4 1
52 4282.6 3469 1
53 4268.6 3470.4 1
54 4276.7 3459.8 1
55 4268.4 3469.7 1
56 4289.9 3466.5 1
57 4267.6 3464.9 1
58 4242.9 3470.3 1
59 4278.7 3456.8 1
60 4283.5 3475.5 1
61 4268 3471.6 1
62 4250.4 3483.7 1
63 4276.2 3459.8 1
64 4329.7 3491.2 1
65 4325.4 3360.2 1
66 4287.1 3478 1
67 4331.6 3328.9 1
68 4224.5 3447.6 1
69 4388.9 3360.1 1
70 4250.7 3559.1 1
71 4274.5 3428.9 1
72 4278.4 3478.1 1
73 4255.5 3480.6 1
74 4263.4 3474.3 1
75 4282.1 3462.8 1
76 4249.4 3476.7 1
77 4279.3 3452.5 1
78 4273.9 3455.7 1
79 4292.7 3456.7 1
80 4265.4 3457 1
81 4272.9 3474.8 1
82 4267.5 3482.6 1
83 4248.9 3474.5 1
84 4269.1 3470.4 1
85 4291.8 3478 1
86 4278.2 3480.7 1
87 4275 3471.2 1
88 4119.6 3367.9 1
89 4331.5 3414.5 1
90 4431.9 3302.4 1
91 4151.1 3413.8 1
92 4193 3418 1
93 4378.9 3163.4 1
94 4210.7 3462.2 1
95 4279 3652.9 1
96 4289.2 3507.3 1
97 4255.8 3443.9 1
98 4277.2 3449.9 1
99 4281.7 3490.6 1
100 4264 3477.1 1
101 4278.3 3452.8 1
102 4264.5 3483.3 1
103 4258.9 3474.2 1
